price,square,ngang,huong,duong,district
2.1,65,4,_,5,binhtan
6.5,100,5,_,12,binhtan
2.457,58,4,_,7,binhtan
4.45,105,---,_,20,binhtan
2.05,55,4.3,_,6,binhtan
18,200,10,N,12,binhtan
15,88,4,W,12,binhtan
2.5,40,3.5,_,5,binhtan
6.4,200,10,_,30,binhtan
1.8,57,4,_,7,binhtan
7,98,7,EN,16,binhtan
1.8,60,5,_,20,binhtan
2.6,64,4,WN,6,binhtan
4.2,100,5,_,20,binhtan
5.5,100,5,_,16,binhtan
8.8,144,8,E,8,binhtan
3.78,70,4,_,7,binhtan
3.3,59,4,_,40,binhtan
3.99,95,5,_,40,binhtan
2.65,55,10.5,S,5,binhtan
1.4,75,3.8,_,6,binhtan
1.05,80,5,_,14,binhtan
3.99,95,---,_,16,binhtan
24,200,---,_,24,binhtan
3.99,95,5,_,20,binhtan
3.65,60,5,N,5,binhtan
6.5,210,10,_,20,binhtan
4,200,10,_,20,binhtan
2.4,52,4,_,6,binhtan
0.7,70,5,_,10,binhtan
1.53,75,5,_,11,binhtan
3.98,105,6,S,16,binhtan
1.3,70,5,_,15,binhtan
1.8,100,---,_,20,binhtan
3.6,80,---,_,6,binhtan
15.2,180,8,_,16,binhtan
1.8,100,5,_,12,binhtan
2.4,80,5,_,20,binhtan
1,80,5,_,14,binhtan
3.5,100,---,_,16,binhtan
4.54,108,6,_,20,binhtan
7.5,240,---,_,30,binhtan
4.5,100,5,_,20,binhtan
3,60,4,E,4,binhtan
8.28,276,10,_,16,binhtan
4.8,160,---,_,20,binhtan
4.2,100,6,_,20,binhtan
2.85,79,4,ES,6,binhtan
4.15,68,---,_,7,binhtan
0.98,75,5,_,12,binhtan
7.3,81,4.5,N,20,binhtan
0.83,90,5,_,12,binhtan
0.915,76,5.2,_,10,binhtan
2.85,115,5,W,4,binhtan
3,52,---,_,12,binhtan
3.4,87,---,_,5.5,binhtan
3.85,80,5,_,5,binhtan
1.86,62,4.5,N,16,binhtan
5.28,125,5,_,16,binhtan
2.4,80,5,_,25,binhtan
2.35,51,4.2,_,6,binhtan
2.75,70,4.2,_,6,binhtan
5,84,6,ES,12,binhtan
4.2,100,5,E,20,binhtan
1.95,65,5,S,16,binhtan
28,261,13,S,16,binhtan
4.9,114,5,_,16,binhtan
3.6,80,4,W,5,binhtan
7.05,220,10,_,16,binhtan
6.2,342,---,_,8,binhtan
4.2,83,4.37,_,6,binhtan
1.05,64,4,_,12,binhtan
3.99,95,5,_,16,binhtan
3.99,114,5,_,16,binhtan
2.9,69,3.47,_,4,binhtan
5.6,81,4,E,12,binhtan
1.75,112,5,_,14,binhtan
4,54,6,S,6,binhtan
2.457,70,5,ES,30,binhtan
1.8,60,5,_,12,binhtan
17.5,90,4.5,_,20,binhtan
1.5,100,5,_,10,binhtan
4.2,100,---,_,30,binhtan
5.05,120,---,_,20,binhtan
5,100,---,_,30,binhtan
4.5,100,5,_,16,binhtan
5.5,69,4,W,10,binhtan
3.6,160,---,_,16,binhtan
1.65,120,5,_,12,binhtan
4,105,5,WN,16,binhtan
7.8,103,4.5,S,14,binhtan
16.8,200,10,N,10,binhtan
0.83,78,---,_,8,binhtan
1,80,5,_,16,binhtan
1.8,60,5,_,20,binhtan
4.27,140,7,_,20,binhtan
2.8,85,---,_,10,binhtan
4.2,100,5,_,30,binhtan
1.4,100,5,_,20,binhtan
0.77,100,5,_,12,binhtan
1.9,55,---,_,7,binhtan
6.72,160,8,_,20,binhtan
1,80,5,_,14,binhtan
4.27,140,5,E,16,binhtan
8.3,100,5,S,10,binhtan
2.85,79,4,_,6,binhtan
3.99,95,5,_,16,binhtan
0.45,90,5,_,12,binhtan
1.8,60,5,_,20,binhtan
5.1,112,8,E,7,binhtan
3.97,130,5,_,20,binhtan
0.95,85,5,_,10,binhtan
3.7,75,5,_,5,binhtan
6.6,176,8,_,12,binhtan
7.1,80,5,S,12,binhtan
8.6,100,5,_,14,binhtan
4.1,80,5,_,12,binhtan
3.75,84,7,_,6,binhtan
3.35,224,---,_,6,binhtan
4,56,6,S,5,binhtan
2.2,200,5,_,12,binhtan
3.625,125,5,_,20,binhtan
5.1,80,---,_,8,binhtan
0.87,80,5,_,12,binhtan
1.2,80,5,_,8,binhtan
3.48,60,---,_,7,binhtan
5,84,6,ES,8,binhtan
1.9,70,---,_,7,binhtan
4.75,88,---,_,30,binhtan
37.5,274,13,ES,20,binhtan
5.95,120,6,_,20,binhtan
4.5,84,---,_,7,binhtan
4.6,100,---,_,6,binhtan
5.3,120,4,WN,8,binhtan
4.3,160,---,_,8,binhtan
3.4,52,4,_,7,binhtan
4,95,---,_,20,binhtan
4,130,6,_,20,binhtan
2.25,85,---,_,12,binhtan
2.15,100,5,_,15,binhtan
3.3,54,4,_,7,binhtan
4.2,100,5,_,16,binhtan
2.46,80,5,S,16,binhtan
1.881,83,5,_,12,binhtan
1.84,56,4,_,7,binhtan
8,72,4,N,10,binhtan
4,130,---,_,16,binhtan
2.15,50,---,_,6,binhtan
3.3,63,4,E,8,binhtan
7.2,100,4,_,30,binhtan
0.95,80,5,_,20,binhtan
3.99,95,5,_,16,binhtan
3.45,68,---,_,8,binhtan
3.78,58,4,_,7,binhtan
4,95,5,_,16,binhtan
1.3,82,5,_,16,binhtan
3,100,---,_,16,binhtan
4.7,100,---,_,16,binhtan
6,200,---,_,20,binhtan
5.49,130,---,_,20,binhtan
1.29,80,5,_,12,binhtan
0.95,80,5,_,12,binhtan
10,161,9.5,N,8,binhtan
9,276,8,_,7,binhtan
3.48,98,---,_,10,binhtan
2.38,50,4,N,6,binhtan
4,130,5,_,16,binhtan
1.12,80,5,_,12,binhtan
8.5,79,4.5,E,12,binhtan
3.05,200,---,_,16,binhtan
17,229,12,_,10,binhtan
7,112,8,_,30,binhtan
3.6,72,4,E,12,binhtan
6.8,159,5,_,16,binhtan
1.8,80,5,_,12,binhtan
4,96,6,_,20,binhtan
2.8,100,5,_,12,binhtan
4.2,82,5,_,16,binhtan
5.6,56,---,_,12,binhtan
6.72,210,10,_,18,binhtan
6.1,100,5,E,12,binhtan
6.95,210,10,ES,20,binhtan
3.7,96,4,W,6,binhtan
1.8,60,---,_,20,binhtan
3.97,130,5,_,40,binhtan
7.6,247,10,_,16,binhtan
3.99,95,5,_,16,binhtan
2.2,200,8,_,10,binhtan
5.3,150,8,S,7,binhtan
2.4,80,---,_,20,binhtan
3.3,63,4,E,8,binhtan
0.99,75,5,_,12,binhtan
12.5,139,6,W,14,binhtan
2.88,186,9,_,10,binhtan
1.881,99,6,_,10,binhtan
1.82,60,12,_,20,binhtan
3.85,56,---,_,6,binhtan
3.78,60,---,_,7,binhtan
4.8,80,4,S,10,binhtan
5.2,140,---,_,8,binhtan
0.9,100,5,_,8,binhtan
3.3,63,4,E,8,binhtan
1.12,94,5,_,8,binhtan
11.3,129,---,E,20,binhtan
3.5,110,---,_,6,binhtan
4.2,80,---,_,20,binhtan
2.6,78,5,_,23,binhtan
6.7,100,5,S,10,binhtan
4.05,96,5,_,16,binhtan
6.4,90,4.5,E,12,binhtan
4.85,115,5,_,18,binhtan
4.5,72,4,E,7,binhtan
6.6,200,10,_,16,binhtan
0.95,80,5,_,12,binhtan
4,160,---,_,10,binhtan
1.35,100,5,_,12,binhtan
2.6,100,5,_,8,binhtan
4,130,5,_,14,binhtan
3.3,62,4,E,10,binhtan
4.85,160,10,WS,14,binhtan
2.3,60,---,_,7,binhtan
2.4,80,5,_,12,binhtan
6.85,160,---,_,6,binhtan
2.2,60,4,_,7,binhtan
3.99,95,5,_,20,binhtan
5,80,4,_,16,binhtan
7.5,160,---,_,7,binhtan
6.3,200,---,_,20,binhtan
4,94,5,_,20,binhtan
6.4,200,10,_,16,binhtan
0.9,80,5,_,11,binhtan
5,108,---,_,16,binhtan
28,260,---,_,16,binhtan
15,180,9,S,12,binhtan
5,119,6,_,12,binhtan
2.86,55,---,_,7,binhtan
3.5,100,---,_,20,binhtan
1.8,80,5,_,10,binhtan
0.8,80,5,_,12,binhtan
4.2,100,---,_,20,binhtan
1.8,60,4,_,10,binhtan
1.7,100,5,_,12,binhtan
7.1,150,5,_,6,binhtan
0.65,90,6,_,12,binhtan
2.8,57,4,_,7,binhtan
2.2,90,5,_,6,binhtan
2.3,56,4,E,7,binhtan
1.5,80,5,_,12,binhtan
1.8,58,---,_,7,binhtan
2.25,90,---,_,15,binhtan
2.9,81,4.5,_,12,binhtan
1.5,80,5,_,16,binhtan
15.96,420,15,_,20,binhtan
4.45,190,---,_,20,binhtan
7.5,112,4.5,W,10,binhtan
3.98,126,6,_,20,binhtan
2,100,5,_,15,binhtan
2.8,90,5,E,8,binhtan
1.9,60,5,WN,6,binhtan
2.35,51,4,_,6,binhtan
2.65,60,5,_,7,binhtan
3.3,88,4,_,12,binhtan
2.1,80,5,_,6,binhtan
12.5,139,6,W,12,binhtan
3.5,60,---,_,5,binhtan
28,261,13,S,16,binhtan
1.5,60,4,_,8,binhtan
6.3,64,4,S,20,binhtan
6.4,200,10,_,20,binhtan
1.5,100,5,_,8,binhtan
7.5,114,9,_,12,binhtan
1.8,60,5,_,20,binhtan
1.2,100,---,_,10,binhtan
4.7,100,---,_,8,binhtan
3.1,51,4,_,12,binhtan
3.7,100,4,E,8,binhtan
1.96,87,12,_,30,binhtan
1.25,64,4,_,12,binhtan
0.78,56,4,S,6,binhtan
5.4,90,6,_,5,binhtan
1.05,80,5,_,14,binhtan
3.05,61,4,W,7,binhtan
1.95,65,5,_,16,binhtan
13.8,200,10,E,14,binhtan
4.6,100,---,_,16,binhtan
6.4,200,10,_,18,binhtan
4.2,100,5,_,20,binhtan
5.83,94,6,_,30,binhtan
4.4,100,5,WS,10,binhtan
31.5,250,10,_,20,binhtan
4.2,100,5,_,16,binhtan
2.5,85,---,_,16,binhtan
1.8,60,---,_,20,binhtan
1.8,60,5,_,16,binhtan
16,180,4,S,8,binhtan
4.8,110,5,ES,20,binhtan
8.5,100,5,_,16,binhtan
1.1,180,10,_,12,binhtan
3.55,72,4,_,6,binhtan
2.65,55,4,_,6,binhtan
2.2,80,---,_,12,binhtan
3.35,80,5.4,ES,5,binhtan
2,100,5,_,14,binhtan
2,90,5,_,17,binhtan
3.4,54,4,S,17,binhtan
12.5,139,6,_,16,binhtan
4,100,5,_,16,binhtan
5.9,100,5,E,12,binhtan
2.75,70,---,_,6,binhtan
2.4,60,5,E,8,binhtan
2.3,64,4.5,_,8,binhtan
1.8,80,5,_,14,binhtan
3.2,60,4,E,7,binhtan
0.75,300,10,_,12,binhtan
2.1,64,4,_,7,binhtan
7.2,100,4,S,20,binhtan
10,200,---,_,20,binhtan
0.8,100,---,_,16,binhtan
2.1,60,---,_,7,binhtan
0.75,80,5,_,10,binhtan
1.65,80,5,_,12,binhtan
2.3,94,5,_,8,binhtan
4.5,68,4,_,10,binhtan
2,57,4.2,_,10,binhtan
5.9,144,8,_,6,binhtan
4,130,---,_,16,binhtan
1.1,90,5,_,8,binhtan
17.5,190,10,S,12,binhtan
1.2,85,5,_,24,binhtan
4.9,72,---,_,8,binhtan
1.9,130,6,_,15,binhtan
3.2,80,---,_,4,binhtan
0.99,75,5,_,12,binhtan
5.1,160,8,_,16,binhtan
4,160,---,_,6,binhtan
2.9,66,4.2,E,5,binhtan
2.7,90,5,_,16,binhtan
3.15,70,---,_,7,binhtan
5.46,130,5,_,16,binhtan
5.5,137,6,WN,16,binhtan
4.07,110,---,_,16,binhtan
2.1,64,4,_,6,binhtan
13.6,200,10,_,10,binhtan
6.8,120,---,_,7,binhtan
5,150,10,ES,16,binhtan
1.9,70,4,_,7,binhtan
1.35,82,---,_,18,binhtan
4.25,56,4,_,8,binhtan
4.7,158,---,_,20,binhtan
4.2,100,---,_,20,binhtan
4,130,5,_,20,binhtan
7,100,---,_,16,binhtan
0.887,60,5,_,12,binhtan
1.8,80,5,_,24,binhtan
0.884,80,5,_,12,binhtan
19.5,216,10,WN,14,binhtan
3.672,160,6.5,_,20,binhtan
14,180,9,E,16,binhtan
1.8,80,5,_,16,binhtan
1.8,60,5,_,16,binhtan
9,200,10,ES,8,binhtan
4.2,100,5,_,30,binhtan
3.675,50,5,_,8,binhtan
5.46,130,5,_,20,binhtan
2.75,60,4,_,30,binhtan
1.8,80,4,_,13,binhtan
3.75,96,4,_,6,binhtan
21,323,8,S,12,binhtan
6.4,200,---,_,20,binhtan
4.3,96,6,ES,16,binhtan
4.6,147,7,_,20,binhtan
2.9,100,5,_,10,binhtan
2.4,60,4,_,7,binhtan
15,130,10,_,12,binhtan
3.99,95,5,_,30,binhtan
1.8,60,5,_,20,binhtan
21,250,10,E,16,binhtan
5.04,120,---,_,16,binhtan
2.8,80,5,_,8,binhtan
1.08,75,5,_,12,binhtan
7.1,90,4.5,W,12,binhtan
15,200,10,S,12,binhtan
4.1,78,4,_,8,binhtan
4.7,110,5,_,16,binhtan
3.6,80,---,_,6,binhtan
7.2,159,5.4,_,12,binhtan
0.325,60,4,W,6,binhtan
6.4,200,10,_,20,binhtan
7.55,122,6,S,14,binhtan
3.8,125,---,_,16,binhtan
1.1,90,---,_,12,binhtan
4.6,120,---,_,20,binhtan
4.9,100,---,_,6,binhtan
1.85,85,5,_,13,binhtan
1.4,70,5,_,15,binhtan
4.95,96,6,ES,16,binhtan
3.2,87,5,_,15,binhtan
1.1,90,5,_,14,binhtan
4.35,64,4,E,8,binhtan
1.15,80,5,_,10,binhtan
0.75,84,---,_,8,binhtan
5.05,120,5,_,20,binhtan
5,114,---,_,16,binhtan
3.35,60,---,_,30,binhtan
4.08,97,5,_,16,binhtan
6.8,92,4,_,12,binhtan
2.46,80,5,S,20,binhtan
2.457,68,4.8,_,7,binhtan
1.25,80,5,_,12,binhtan
3.2,250,10,_,10,binhtan
2.1,60,4,_,8,binhtan
4.15,64,4,_,7,binhtan
2.7,80,5,_,20,binhtan
3.7,100,---,_,3,binhtan
4.3,330,---,_,30,binhtan
1.3,80,---,_,12,binhtan
0.88,86,---,_,8,binhtan
10,82,4,_,12,binhtan
2.7,90,5,_,16,binhtan
4.2,98,7,_,20,binhtan
4,100,5,_,16,binhtan
2.49,120,5,_,45,binhtan
7,100,5,E,12,binhtan
9,90,4.5,W,16,binhtan
1.2,60,4,_,6,binhtan
0.7,85,5,_,15,binhtan
2.7,85,5,_,6,binhtan
2.457,50,5,_,8,binhtan
1.55,80,5,_,10,binhtan
5,100,5,_,24,binhtan
7.04,220,10,_,20,binhtan
14,240,---,_,16,binhtan
2.5,83,5,_,12,binhtan
2.82,90,---,_,20,binhtan
4.05,96,5,_,20,binhtan
1.8,60,4,_,10,binhtan
1.8,60,5,_,16,binhtan
8.68,160,---,_,16,binhtan
5.3,161,---,_,16,binhtan
4,94,5,_,30,binhtan
1.5,80,5,_,12,binhtan
7.75,179,9.15,W,12,binhtan
2.35,52,4,N,7,binhtan
2.2,96,6,_,8,binhtan
1.8,60,---,_,16,binhtan
5.8,100,5,_,16,binhtan
2.1,85,5,_,12,binhtan
1.26,115,7,_,7,binhtan
2.85,100,---,_,12,binhtan
2.1,60,5,S,7,binhtan
4.7,100,---,_,6,binhtan
3.5,88,---,_,4,binhtan
2.7,41,4.1,_,8,binhtan
1.5,60,5,_,16,binhtan
7.1,96,8,_,5,binhtan
5.49,180,10,_,16,binhtan
0.9,88,---,_,8,binhtan
3.3,62,4,E,10,binhtan
1.3,52,4,_,5,binhtan
2.85,95,5,_,16,binhtan
4.25,100,5,_,16,binhtan
0.992,70,5,_,16,binhtan
10.3,80,5,_,12,binhtan
1.1,100,5,ES,14,binhtan
2.5,70,5,_,8,binhtan
4.2,100,5,_,16,binhtan
22,106,5.3,E,30,binhtan
4.6,80,5,_,8,binhtan
0.98,75,5,_,12,binhtan
5.3,250,10,_,20,binhtan
2.48,64,4,_,8,binhtan
1.5,100,5,_,16,binhtan
4.42,123,---,_,10,binhtan
4.65,110,5,_,20,binhtan
14.7,264,---,_,20,binhtan
5.96,96,6,_,30,binhtan
2.3,56,4,E,7,binhtan
16,194,10,E,14,binhtan
2.8,48,4,_,4,binhtan
7,80,4.5,_,5,binhtan
2.457,70,5,_,7,binhtan
0.89,80,5,_,10,binhtan
0.82,80,4,_,10,binhtan
3.75,52,4,_,8,binhtan
5.5,100,5,_,6,binhtan
4.2,100,5,_,16,binhtan
4,124,5,_,16,binhtan
1.3,64,4,_,8,binhtan
5.1,120,---,_,20,binhtan
2.3,58,4,W,7,binhtan
3.35,80,6,ES,7,binhtan
4.7,80,---,_,6,binhtan
5.2,123,5,_,20,binhtan
2.7,90,---,_,16,binhtan
7.5,200,6,_,8,binhtan
4.2,100,---,_,20,binhtan
5,152,8,_,20,binhtan
0.75,80,5,_,20,binhtan
4.2,100,---,_,20,binhtan
9.945,195,7.5,_,20,binhtan
7.2,220,10,_,20,binhtan
4,95,5,_,20,binhtan
3.99,95,5,_,40,binhtan
0.77,75,5,_,15,binhtan
3,64,---,_,6,binhtan
1.2,84,6,_,8,binhtan
9.6,160,---,_,8,binhtan
4.2,100,5,_,20,binhtan
3.672,136,---,_,20,binhtan
1.8,70,5,_,7,binhtan
1.8,80,---,_,10,binhtan
4.9,104,5,_,16,binhtan
7.1,220,10,N,16,binhtan
0.78,84,---,_,8,binhtan
0.884,85,5,_,12,binhtan
4,94,5,_,16,binhtan
1.2,90,---,_,8,binhtan
3.3,110,5,_,20,binhtan
1.8,100,5,_,10,binhtan
11.3,90,4.5,S,16,binhtan
1.1,100,5,_,16,binhtan
2.7,90,---,_,18,binhtan
4.2,100,---,_,16,binhtan
6.5,200,10,_,16,binhtan
2.5,51,7,_,7,binhtan
3.85,68,---,_,6,binhtan
2.15,100,5,_,14,binhtan
3.95,94,5,_,20,binhtan
11,300,10,_,10,binhtan
1.8,60,5,ES,16,binhtan
2.6,75,---,_,7,binhtan
3.98,130,6,ES,20,binhtan
4.5,100,5,_,16,binhtan
0.45,34,4,S,6,binhtan
2.95,54,---,_,8,binhtan
15,180,8,S,10,binhtan
6.8,220,---,_,16,binhtan
6.5,128,---,_,12,binhtan
3.9,60,4,E,10,binhtan
0.99,80,5,_,12,binhtan
4,130,---,_,16,binhtan
8.2,100,5,W,14,binhtan
2.4,80,5,_,16,binhtan
0.95,73,5,_,20,binhtan
3.05,82,5,_,4,binhtan
5.15,120,6,E,16,binhtan
1.7,120,6,_,20,binhtan
4.2,100,5,_,16,binhtan
12.7,100,5,N,40,binhtan
2.7,125,5,_,16,binhtan
4.41,105,5,_,10,binhtan
4.46,106,5,_,20,binhtan
0.8,140,5,_,6,binhtan
2.7,90,5,_,8,binhtan
68,104,20,_,25,binhtan
4.1,94,5,_,16,binhtan
7.2,80,4,N,10,binhtan
26,319,11,E,30,binhtan
4,138,---,_,16,binhtan
0.78,75,---,_,8,binhtan
6.42,200,---,_,20,binhtan
9,90,4.5,W,8,binhtan
3.48,80,---,_,8,binhtan
6,90,4.5,_,6,binhtan
3.2,62,4,_,8,binhtan
3.99,95,5,_,30,binhtan
3,48,---,_,5,binhtan
3.75,125,5,_,20,binhtan
4.9,160,8,_,40,binhtan
4.5,80,5,_,8,binhtan
1.8,60,5,_,20,binhtan
3.5,140,---,_,30,binhtan
4,95,5,WS,16,binhtan
2.65,68,4,_,7,binhtan
4.5,105,5,_,20,binhtan
0.95,200,10,_,10,binhtan
3.2,60,4,E,8,binhtan
3.99,95,5,_,16,binhtan
0.9,90,5,_,12,binhtan
2.45,195,6.5,_,15,binhtan
2.6,84,6,_,8,binhtan
4.8,160,8,EN,16,binhtan
2.2,60,5,_,16,binhtan
2.4,80,5,_,16,binhtan
4.6,120,---,_,10,binhtan
4.2,110,---,_,6,binhtan
23,200,10,_,20,binhtan
4.2,100,5,_,20,binhtan
2.6775,85,---,_,12,binhtan
3.5,60,4.5,ES,30,binhtan
7.7,170,---,_,20,binhtan
1.9,70,4,_,7,binhtan
4,124,5,_,16,binhtan
3.55,58,4,ES,10,binhtan
2.35,52,4,_,7,binhtan
3.99,130,---,_,20,binhtan
4.8,135,5,_,5,binhtan
3.5,54,4,W,30,binhtan
23,126,6,W,20,binhtan
8.68,160,---,_,20,binhtan
0.9,60,4,_,10,binhtan
4.3,224,---,_,10,binhtan
20,200,10,_,14,binhtan
5.04,95,---,_,16,binhtan
1,75,5,_,12,binhtan
6.1,100,5,N,14,binhtan
1.8,60,5,_,8,binhtan
5,118,5,_,16,binhtan
1.55,80,4,S,12,binhtan
3.75,96,---,_,6,binhtan
3.95,94,5,WS,16,binhtan
1.1,90,5,_,12,binhtan
11.2,300,---,_,10,binhtan
1.7,100,10,_,8,binhtan
2.35,51,4,WN,6,binhtan
0.95,80,---,_,10,binhtan
4.2,64,4,ES,10,binhtan
0.87,48,3.2,_,6,binhtan
1.8,87,4,_,8,binhtan
0.98,75,5,_,12,binhtan
5.6,68,---,_,6,binhtan
15,180,---,_,16,binhtan
0.99,80,5,_,14,binhtan
2.457,60,5,_,8,binhtan
1.7,80,5,_,12,binhtan
0.799,100,6,_,12,binhtan
2.9,58,5,_,7,binhtan
6.3,92,4,_,12,binhtan
2.18,48,4,N,6,binhtan
1.8,60,5,_,16,binhtan
3.78,70,---,_,7,binhtan
0.99,70,5,_,12,binhtan
2.15,56,4,_,7,binhtan
5.05,120,---,_,16,binhtan
2.457,64,---,_,7,binhtan
14.5,250,---,_,16,binhtan
6.4,90,4.5,E,10,binhtan
0.64,131,5.5,_,10,binhtan
0.85,90,5,_,12,binhtan
3.8,80,---,_,3,binhtan
3.97,94,5,_,16,binhtan
11.5,140,5,E,14,binhtan
6.4,200,10,EN,20,binhtan
4.2,100,---,_,20,binhtan
16.7,215,10,EN,16,binhtan
0.89,95,5,_,8,binhtan
3.6,72,4,_,6,binhtan
13.9,148,10,_,15,binhtan
4.1,88,4,_,6,binhtan
4.5,98,6,_,20,binhtan
6,200,10,WS,20,binhtan
0.79,75,5,_,12,binhtan
8,100,5,W,10,binhtan
4.5,72,4,N,8,binhtan
2.4,80,5,EN,20,binhtan
2.6,56,4,_,7,binhtan
4,94,5,_,16,binhtan
0.88,180,9,_,20,binhtan
4.45,120,5,_,20,binhtan
1.8,60,5,_,20,binhtan
6,79,4,_,8,binhtan
3,52,4,_,17,binhtan
2.3,81,5,_,10,binhtan
3.5,60,---,_,8,binhtan
1.8,60,5,_,16,binhtan
5.8,138,5,_,16,binhtan
5.1,120,6,_,20,binhtan
4.5,80,---,_,20,binhtan
13.8,200,10,E,12,binhtan
4,100,---,_,16,binhtan
0.9393,80,5,_,12,binhtan
3.45,48,4,N,7,binhtan
0.8,80,5,_,10,binhtan
1,90,---,_,8,binhtan
4.2,100,---,_,20,binhtan
1.4,75,5,_,15,binhtan
8.42,140,7,_,20,binhtan
3.95,94,5,_,20,binhtan
2.95,82,5,_,10,binhtan
2.9,73,4.2,_,6,binhtan
4.7,125,---,_,16,binhtan
1.29,85,5,_,15,binhtan
3.1,65,5,_,7,binhtan
3.99,95,---,_,16,binhtan
14.2,200,10,W,14,binhtan
4.5,100,---,_,16,binhtan
1.35,90,5,_,16,binhtan
3.05,60,4,_,8,binhtan
3.6,128,8,_,5,binhtan
2.85,74,4,_,6,binhtan
3.3,200,10,S,15,binhtan
7.5,200,---,_,6,binhtan
7.2,98,7,EN,14,binhtan
5.4,120,---,_,16,binhtan
13.5,200,10,W,14,binhtan
0.612,75,4,_,8,binhtan
4.2,70,---,_,10,binhtan
4.85,69,5,S,12,binhtan
4.2,98,5,_,16,binhtan
3.965,130,8,_,20,binhtan
1.55,64,4,_,7,binhtan
4.2,138,5,_,12,binhtan
3.675,75,5,_,5,binhtan
4,130,5,_,16,binhtan
4.1,96,6,_,16,binhtan
90,100,5,_,12,binhtan
5.3,160,8,S,7,binhtan
0.9,80,---,_,12,binhtan
15,180,8,_,16,binhtan
10.5,100,5,WN,30,binhtan
6.5,90,4.5,_,12,binhtan
4.85,78,---,_,8,binhtan
4.5,105,6,_,20,binhtan
2.4,80,5,W,16,binhtan
4.16,122,5,EN,16,binhtan
1.5,75,5,_,8,binhtan
7.5,84,4.2,_,14,binhtan
4.2,100,---,_,20,binhtan
3.2,200,---,_,12,binhtan
4.6,98,---,_,15,binhtan
5.25,125,5,_,20,binhtan
0.98,90,5,_,24,binhtan
13,200,---,_,16,binhtan
3.35,80,5.4,ES,6,binhtan
4.7,100,---,_,16,binhtan
3.6,104,---,_,8,binhtan
4.8,100,5,_,15,binhtan
1.3,100,5,_,12,binhtan
1.8,90,5,_,12,binhtan
4.7,130,5,_,16,binhtan
4.05,81,4.4,_,8,binhtan
5.2,84,6,ES,8,binhtan
4.08,64,---,_,6,binhtan
3.99,95,5,ES,20,binhtan
2.7,60,5,_,20,binhtan
3.97,130,---,_,16,binhtan
4.8,100,5,_,30,binhtan
5,125,5,ES,16,binhtan
3.85,93,6,ES,4,binhtan
7.2,81,4.5,N,20,binhtan
0.96,90,5,_,12,binhtan
2.5,60,5,_,8,binhtan
0.9,70,5,_,12,binhtan
3.6,57,---,_,6,binhtan
2.4,77,5.5,_,8,binhtan
4.2,100,5,_,20,binhtan
5.5,182,---,_,20,binhtan
5.04,100,5,_,20,binhtan
11.6,70,---,_,8,binhtan
7.4,200,11,_,6,binhtan
2.457,70,4,_,7,binhtan
3.5,78,---,_,7,binhtan
3,60,---,_,7,binhtan
1.15,85,5,_,14,binhtan
1.8,60,5,_,16,binhtan
5.1,92,---,_,8,binhtan
0.89,75,5,_,12,binhtan
4.2,62,5,S,8,binhtan
5.04,133,6,EN,16,binhtan
9,100,5,N,12,binhtan
6.93,210,10,_,20,binhtan
2,100,5,_,14,binhtan
4.2,100,---,_,20,binhtan
5.25,125,5,EN,16,binhtan
2.65,50,5,_,9,binhtan
3.2,80,4,_,8,binhtan
1.9,52,4,_,8,binhtan
3.5,93,5,_,6,binhtan
3.05,90,5.2,_,4,binhtan
4.6,150,---,_,16,binhtan
4,94,5,_,20,binhtan
3.25,56,4,_,4,binhtan
18,195,10,N,16,binhtan
5.46,130,5,_,16,binhtan
5.1,124,---,_,8,binhtan
0.94,85,5,_,12,binhtan
1.8,60,---,_,7,binhtan
2.45,60,4,_,30,binhtan
5,100,---,_,20,binhtan
2.95,80,5,_,4,binhtan
6.5,108,---,_,6,binhtan
3.5,59,5,_,5,binhtan
2.05,75,5,E,12,binhtan
2.75,73,5.5,_,6,binhtan
5.04,100,5,_,20,binhtan
3.99,95,5,_,16,binhtan
3.2,95,5,ES,8,binhtan
4.15,135,5,_,16,binhtan
3.6,120,---,_,16,binhtan
3.15,70,---,_,8,binhtan
2.6,60,4,_,8,binhtan
4.5,150,6,_,16,binhtan
4.27,140,7,_,20,binhtan
2.457,60,5,_,7,binhtan
3.9,80,---,_,8,binhtan
2.3,82,5,_,18,binhtan
4.2,80,---,_,8,binhtan
8.5,100,5,N,10,binhtan
6.4,200,10,_,20,binhtan
3.3,63,4,E,8,binhtan
4.73,110,---,_,12,binhtan
3.2,61,4,E,8,binhtan
1.99,72,4,WN,4,binhtan
0.95,100,5,_,10,binhtan
10,160,---,_,8,binhtan
4.07,110,---,_,16,binhtan
14,120,6,EN,14,binhtan
12,184,8,E,12,binhtan
3.1,160,8,_,12,binhtan
12,470,15,ES,6,binhtan
12.7,162,6,S,20,binhtan
7.2,100,4,_,30,binhtan
2.55,100,---,_,12,binhtan
2.4,80,5,_,16,binhtan
3.95,94,5,_,16,binhtan
2.5,80,5,_,6,binhtan
4.65,80,4,_,8,binhtan
2.5,75,---,_,16,binhtan
3.45,80,---,_,6,binhtan
2.2,100,5,_,25,binhtan
3.4,54,4,_,30,binhtan
3.25,53,4,S,7,binhtan
1.05,80,5,_,16,binhtan
3.5,120,---,_,10,binhtan
0.9,80,5,_,10,binhtan
3.55,128,---,_,6,binhtan
